eyeAct,uAct,uPow,lAct,lPow,time
lookR,neutral,0.0,neutral,0.0,1729352651.4492
lookR,neutral,0.0,neutral,0.0,1729352651.5112
lookR,neutral,0.0,neutral,0.0,1729352651.5737
lookR,neutral,0.0,neutral,0.0,1729352651.6362
lookR,neutral,0.0,neutral,0.0,1729352651.6676
lookR,neutral,0.0,neutral,0.0,1729352651.7297
lookR,neutral,0.0,neutral,0.0,1729352651.761
lookR,neutral,0.0,neutral,0.0,1729352651.8239
lookR,neutral,0.0,neutral,0.0,1729352651.8861
lookR,neutral,0.0,neutral,0.0,1729352651.9172
lookR,neutral,0.0,neutral,0.0,1729352651.9796
lookR,neutral,0.0,neutral,0.0,1729352652.0423
lookR,neutral,0.0,neutral,0.0,1729352652.1048
lookR,neutral,0.0,neutral,0.0,1729352652.1358
lookR,neutral,0.0,neutral,0.0,1729352652.1984
lookR,neutral,0.0,neutral,0.0,1729352652.2294
lookR,neutral,0.0,neutral,0.0,1729352652.2919
lookR,neutral,0.0,neutral,0.0,1729352652.3547
lookR,neutral,0.0,neutral,0.0,1729352652.3862
lookR,neutral,0.0,neutral,0.0,1729352652.4482
lookR,neutral,0.0,neutral,0.0,1729352652.4793
lookR,neutral,0.0,neutral,0.0,1729352652.5419
lookR,neutral,0.0,neutral,0.0,1729352652.6045
lookR,neutral,0.0,neutral,0.0,1729352652.6668
lookR,neutral,0.0,neutral,0.0,1729352652.6978
neutral,neutral,0.0,neutral,0.0,1729352652.7607
neutral,neutral,0.0,neutral,0.0,1729352652.8229
neutral,neutral,0.0,smile,1.0,1729352652.8543
neutral,neutral,0.0,smile,1.0,1729352652.9167
neutral,neutral,0.0,smile,1.0,1729352652.9482
neutral,neutral,0.0,smile,1.0,1729352653.0104
neutral,neutral,0.0,smile,1.0,1729352653.0729
neutral,neutral,0.0,smile,1.0,1729352653.1041
neutral,neutral,0.0,smile,1.0,1729352653.1668
neutral,neutral,0.0,smile,1.0,1729352653.2288
neutral,neutral,0.0,smile,1.0,1729352653.26
neutral,neutral,0.0,smile,1.0,1729352653.3228
neutral,neutral,0.0,smile,1.0,1729352653.3543
neutral,neutral,0.0,smile,1.0,1729352653.4163
neutral,neutral,0.0,smile,1.0,1729352653.4788
neutral,neutral,0.0,smile,1.0,1729352653.5416
neutral,neutral,0.0,smile,1.0,1729352653.5726
neutral,neutral,0.0,smile,1.0,1729352653.6349
neutral,neutral,0.0,smile,1.0,1729352653.6659
neutral,neutral,0.0,smile,1.0,1729352653.7287
neutral,neutral,0.0,smile,1.0,1729352653.7907
neutral,neutral,0.0,smile,1.0,1729352653.822
neutral,neutral,0.0,smile,1.0,1729352653.8842
neutral,neutral,0.0,smile,1.0,1729352653.9471
neutral,neutral,0.0,smile,1.0,1729352654.0096
neutral,neutral,0.0,smile,1.0,1729352654.0409
neutral,neutral,0.0,smile,1.0,1729352654.0721
neutral,neutral,0.0,smile,1.0,1729352654.1348
neutral,neutral,0.0,smile,1.0,1729352654.1975
neutral,neutral,0.0,smile,1.0,1729352654.2601
neutral,neutral,0.0,smile,1.0,1729352654.2916
neutral,neutral,0.0,smile,1.0,1729352654.3536
neutral,neutral,0.0,smile,1.0,1729352654.385
neutral,neutral,0.0,smile,1.0,1729352654.4478
neutral,neutral,0.0,smile,1.0,1729352654.5103
neutral,neutral,0.0,smile,1.0,1729352654.5413
neutral,neutral,0.0,smile,1.0,1729352654.6038
neutral,neutral,0.0,smile,1.0,1729352654.6667
neutral,neutral,0.0,smile,1.0,1729352654.7289
neutral,neutral,0.0,smile,1.0,1729352654.76
neutral,neutral,0.0,smile,1.0,1729352654.8225
neutral,neutral,0.0,smile,1.0,1729352654.854
neutral,neutral,0.0,smile,1.0,1729352654.9163
neutral,neutral,0.0,smile,1.0,1729352654.9786
neutral,neutral,0.0,smile,1.0,1729352655.0412
neutral,neutral,0.0,smile,1.0,1729352655.0723
neutral,neutral,0.0,smile,1.0,1729352655.1346
neutral,neutral,0.0,smile,1.0,1729352655.1658
neutral,neutral,0.0,smile,1.0,1729352655.2283
neutral,neutral,0.0,smile,1.0,1729352655.2906
neutral,neutral,0.0,smile,1.0,1729352655.3216
neutral,neutral,0.0,smile,0.910913,1729352655.3841
neutral,neutral,0.0,smile,0.910913,1729352655.4468
neutral,neutral,0.0,smile,0.985187,1729352655.5088
neutral,neutral,0.0,smile,0.985187,1729352655.54
neutral,neutral,0.0,smile,1.0,1729352655.6026
neutral,neutral,0.0,smile,1.0,1729352655.6341
neutral,neutral,0.0,smile,1.0,1729352655.6965
neutral,neutral,0.0,smile,1.0,1729352655.759
neutral,neutral,0.0,smile,1.0,1729352655.8219
neutral,neutral,0.0,smile,1.0,1729352655.8529
neutral,neutral,0.0,smile,1.0,1729352655.9154
neutral,neutral,0.0,smile,1.0,1729352655.9467
neutral,neutral,0.0,smile,1.0,1729352656.0093
neutral,neutral,0.0,smile,1.0,1729352656.0715
neutral,neutral,0.0,smile,1.0,1729352656.1028
neutral,neutral,0.0,smile,1.0,1729352656.1656
neutral,neutral,0.0,smile,1.0,1729352656.1969
neutral,neutral,0.0,smile,1.0,1729352656.2904
neutral,neutral,0.0,smile,1.0,1729352656.3217
blink,neutral,0.0,smile,0.165328,1729352656.3844
blink,neutral,0.0,smile,0.165328,1729352656.4154
neutral,neutral,0.0,smile,0.127723,1729352656.4779
neutral,neutral,0.0,smile,0.127723,1729352656.5403
neutral,neutral,0.0,smile,0.127723,1729352656.5717
neutral,neutral,0.0,smile,0.378499,1729352656.6339
neutral,neutral,0.0,smile,0.378499,1729352656.6964
neutral,neutral,0.0,smile,0.981652,1729352656.7275
neutral,neutral,0.0,smile,0.981652,1729352656.79
neutral,neutral,0.0,smile,1.0,1729352656.8521
neutral,neutral,0.0,smile,1.0,1729352656.8835
neutral,neutral,0.0,smile,1.0,1729352656.9459
neutral,neutral,0.0,smile,1.0,1729352657.0082
neutral,neutral,0.0,smile,1.0,1729352657.0392
neutral,neutral,0.0,smile,1.0,1729352657.1018
neutral,neutral,0.0,smile,1.0,1729352657.1332
neutral,neutral,0.0,smile,1.0,1729352657.1955
neutral,neutral,0.0,smile,1.0,1729352657.258
neutral,neutral,0.0,smile,1.0,1729352657.2894
neutral,neutral,0.0,smile,1.0,1729352657.3523
neutral,neutral,0.0,smile,1.0,1729352657.4144
neutral,neutral,0.0,smile,1.0,1729352657.4456
neutral,neutral,0.0,smile,1.0,1729352657.5083
neutral,neutral,0.0,smile,1.0,1729352657.5708
neutral,neutral,0.0,smile,1.0,1729352657.6018
neutral,neutral,0.0,smile,1.0,1729352657.6643
neutral,neutral,0.0,smile,1.0,1729352657.7272
neutral,neutral,0.0,smile,1.0,1729352657.7896
neutral,neutral,0.0,smile,1.0,1729352657.8207
neutral,neutral,0.0,smile,1.0,1729352657.8834
neutral,neutral,0.0,smile,1.0,1729352657.9145
neutral,neutral,0.0,smile,1.0,1729352657.9769
neutral,neutral,0.0,smile,1.0,1729352658.039
neutral,neutral,0.0,smile,1.0,1729352658.1019
neutral,neutral,0.0,smile,1.0,1729352658.1329
neutral,neutral,0.0,smile,1.0,1729352658.1952
neutral,neutral,0.0,smile,1.0,1729352658.2262
neutral,neutral,0.0,smile,1.0,1729352658.2888
neutral,neutral,0.0,smile,1.0,1729352658.351
neutral,neutral,0.0,smile,1.0,1729352658.3821
neutral,neutral,0.0,smile,1.0,1729352658.4443
neutral,neutral,0.0,smile,1.0,1729352658.4758
neutral,neutral,0.0,smile,1.0,1729352658.5695
neutral,neutral,0.0,smile,1.0,1729352658.6006
neutral,neutral,0.0,smile,1.0,1729352658.6635
neutral,neutral,0.0,smile,1.0,1729352658.6945
neutral,neutral,0.0,smile,1.0,1729352658.757
neutral,neutral,0.0,smile,1.0,1729352658.8196
neutral,neutral,0.0,smile,1.0,1729352658.851
neutral,neutral,0.0,smile,1.0,1729352658.9133
neutral,neutral,0.0,smile,1.0,1729352658.9758
neutral,neutral,0.0,smile,1.0,1729352659.0071
neutral,neutral,0.0,smile,1.0,1729352659.0696
neutral,neutral,0.0,smile,1.0,1729352659.1318
neutral,neutral,0.0,smile,1.0,1729352659.1633
neutral,neutral,0.0,smile,1.0,1729352659.2261
neutral,neutral,0.0,smile,1.0,1729352659.2574
neutral,neutral,0.0,smile,1.0,1729352659.32
neutral,neutral,0.0,smile,1.0,1729352659.3826
neutral,neutral,0.0,smile,1.0,1729352659.4138
neutral,neutral,0.0,smile,1.0,1729352659.4759
neutral,neutral,0.0,smile,1.0,1729352659.5386
neutral,neutral,0.0,smile,1.0,1729352659.5698
neutral,neutral,0.0,smile,1.0,1729352659.6325
neutral,neutral,0.0,smile,1.0,1729352659.6635
neutral,neutral,0.0,smile,1.0,1729352659.757
neutral,neutral,0.0,smile,1.0,1729352659.7881
neutral,neutral,0.0,smile,1.0,1729352659.8504
neutral,neutral,0.0,smile,1.0,1729352659.8814
neutral,neutral,0.0,smile,1.0,1729352659.9441
neutral,neutral,0.0,smile,1.0,1729352660.0068
neutral,neutral,0.0,smile,1.0,1729352660.0688
neutral,neutral,0.0,smile,1.0,1729352660.0999
neutral,neutral,0.0,smile,1.0,1729352660.1312
neutral,neutral,0.0,smile,1.0,1729352660.1939
neutral,neutral,0.0,smile,1.0,1729352660.2561
neutral,neutral,0.0,smile,1.0,1729352660.3182
neutral,neutral,0.0,smile,1.0,1729352660.3496
neutral,neutral,0.0,smile,1.0,1729352660.4123
neutral,neutral,0.0,smile,1.0,1729352660.4746
neutral,neutral,0.0,smile,1.0,1729352660.5056
neutral,neutral,0.0,smile,1.0,1729352660.5682
neutral,neutral,0.0,smile,1.0,1729352660.5995
neutral,neutral,0.0,smile,1.0,1729352660.6618
neutral,neutral,0.0,smile,1.0,1729352660.7246
neutral,neutral,0.0,smile,1.0,1729352660.7873
neutral,neutral,0.0,smile,1.0,1729352660.8183
neutral,neutral,0.0,smile,1.0,1729352660.8809
neutral,neutral,0.0,smile,1.0,1729352660.9123
neutral,neutral,0.0,smile,1.0,1729352660.9748
neutral,neutral,0.0,smile,1.0,1729352661.0372
neutral,neutral,0.0,smile,1.0,1729352661.0999
neutral,neutral,0.0,smile,1.0,1729352661.1314
neutral,neutral,0.0,smile,1.0,1729352661.1936
neutral,neutral,0.0,smile,1.0,1729352661.2247
neutral,neutral,0.0,smile,1.0,1729352661.2876
neutral,neutral,0.0,smile,1.0,1729352661.3501
neutral,neutral,0.0,smile,1.0,1729352661.3811
neutral,neutral,0.0,smile,1.0,1729352661.4434
neutral,neutral,0.0,smile,1.0,1729352661.5062
neutral,neutral,0.0,smile,1.0,1729352661.5689
neutral,neutral,0.0,smile,1.0,1729352661.5999
neutral,neutral,0.0,smile,1.0,1729352661.6623
neutral,neutral,0.0,smile,1.0,1729352661.6937
neutral,neutral,0.0,smile,1.0,1729352661.7558
neutral,neutral,0.0,smile,1.0,1729352661.8183
neutral,neutral,0.0,smile,1.0,1729352661.8493
neutral,neutral,0.0,smile,1.0,1729352661.912
neutral,neutral,0.0,smile,1.0,1729352661.974
neutral,neutral,0.0,smile,1.0,1729352662.0053
neutral,neutral,0.0,smile,1.0,1729352662.0676
neutral,neutral,0.0,smile,1.0,1729352662.1299
neutral,neutral,0.0,smile,1.0,1729352662.1609
neutral,neutral,0.0,smile,1.0,1729352662.2234
neutral,neutral,0.0,smile,1.0,1729352662.2863
neutral,neutral,0.0,smile,1.0,1729352662.3174
neutral,neutral,0.0,smile,1.0,1729352662.3801
neutral,neutral,0.0,smile,1.0,1729352662.4113
neutral,neutral,0.0,smile,1.0,1729352662.474
neutral,neutral,0.0,smile,1.0,1729352662.5362
